appointment_id,customer_id,staff_name,service_id,week_start,appointment_start,appointment_end,booking_created_at,status,cancelled_at,completed_at,booked_duration_minutes,quoted_service_amount_aud,service_revenue_aud,discount_amount_aud,booking_channel,is_new_customer_at_booking
A01046,C0097,Sarah,SV01,29/6/2026,2026-06-30T14:30:00,2026-06-30T15:00:00,2026-06-22T10:30:00,completed,,2026-06-30T15:00:00,30,40,40,0,Phone,FALSE
A01047,C0122,Matthew,SV04,29/6/2026,2026-06-30T10:45:00,2026-06-30T12:45:00,2026-06-19T08:45:00,completed,,2026-06-30T12:45:00,120,240,240,0,In salon,FALSE
A01048,C0487,Sam,SV02,29/6/2026,2026-06-30T16:15:00,2026-06-30T17:00:00,2026-06-12T12:15:00,completed,,2026-06-30T17:00:00,45,60,60,0,Phone,TRUE
A01049,C0326,Sarah,SV03,29/6/2026,2026-06-29T14:00:00,2026-06-29T15:00:00,2026-06-14T12:00:00,completed,,2026-06-29T15:00:00,60,100,100,0,Phone,FALSE
A01050,C0088,Sarah,SV06,29/6/2026,2026-07-03T12:00:00,2026-07-03T15:00:00,2026-06-10T09:00:00,completed,,2026-07-03T15:00:00,180,390,390,0,Online,FALSE
A01051,C0342,Sam,SV01,29/6/2026,2026-06-30T09:00:00,2026-06-30T09:30:00,2026-06-07T07:00:00,completed,,2026-06-30T09:30:00,30,40,40,0,Phone,FALSE
A01052,C0219,Sarah,SV05,29/6/2026,2026-06-29T11:30:00,2026-06-29T14:00:00,2026-06-17T05:30:00,completed,,2026-06-29T14:00:00,150,325,325,0,Phone,FALSE
A01053,C0230,Sarah,SV01,29/6/2026,2026-06-30T15:00:00,2026-06-30T15:30:00,2026-06-18T08:00:00,completed,,2026-06-30T15:30:00,30,40,40,0,Online,FALSE
A01054,C0250,Sam,SV05,29/6/2026,2026-06-29T14:30:00,2026-06-29T17:00:00,2026-06-03T14:30:00,completed,,2026-06-29T17:00:00,150,325,325,0,Phone,FALSE
A01055,C0058,Matthew,SV06,29/6/2026,2026-07-03T12:00:00,2026-07-03T15:00:00,2026-06-03T07:00:00,completed,,2026-07-03T15:00:00,180,390,390,0,In salon,FALSE
A01056,C0488,Sarah,SV01,29/6/2026,2026-06-30T13:00:00,2026-06-30T13:30:00,2026-06-14T11:00:00,completed,,2026-06-30T13:30:00,30,40,40,0,Online,TRUE
A01057,C0489,Matthew,SV02,29/6/2026,2026-06-30T16:15:00,2026-06-30T17:00:00,2026-06-11T16:15:00,completed,,2026-06-30T17:00:00,45,60,60,0,In salon,TRUE
A01058,C0222,Matthew,SV01,29/6/2026,2026-06-29T12:00:00,2026-06-29T12:30:00,2026-06-12T05:00:00,completed,,2026-06-29T12:30:00,30,40,40,0,Phone,FALSE
A01059,C0025,Matthew,SV03,29/6/2026,2026-06-30T12:45:00,2026-06-30T13:45:00,2026-06-01T05:45:00,completed,,2026-06-30T13:45:00,60,100,100,0,Online,FALSE
A01060,C0123,Sam,SV03,29/6/2026,2026-06-30T13:15:00,2026-06-30T14:15:00,2026-06-22T12:15:00,completed,,2026-06-30T14:15:00,60,100,100,0,Online,FALSE
A01061,C0490,Sarah,SV01,29/6/2026,2026-06-30T10:30:00,2026-06-30T11:00:00,2026-06-09T08:30:00,completed,,2026-06-30T11:00:00,30,40,40,0,In salon,TRUE
A01062,C0338,Sarah,SV05,29/6/2026,2026-07-03T09:30:00,2026-07-03T12:00:00,2026-06-07T01:30:00,completed,,2026-07-03T12:00:00,150,325,325,0,Phone,FALSE
A01063,C0117,Sarah,SV02,29/6/2026,2026-06-30T15:30:00,2026-06-30T16:15:00,2026-06-17T11:30:00,completed,,2026-06-30T16:15:00,45,60,60,0,Online,FALSE
A01064,C0491,Sam,SV01,29/6/2026,2026-06-30T15:45:00,2026-06-30T16:15:00,2026-05-27T10:45:00,completed,,2026-06-30T16:15:00,30,40,40,0,In salon,TRUE
A01065,C0492,Sam,SV04,29/6/2026,2026-06-29T11:00:00,2026-06-29T13:00:00,2026-06-18T11:00:00,completed,,2026-06-29T13:00:00,120,240,240,0,Online,TRUE
A01066,C0197,Sarah,SV05,29/6/2026,2026-06-29T09:00:00,2026-06-29T11:30:00,2026-06-15T07:00:00,completed,,2026-06-29T11:30:00,150,325,325,0,Online,FALSE
A01067,C0239,Sam,SV01,29/6/2026,2026-06-30T14:45:00,2026-06-30T15:15:00,2026-06-14T07:45:00,completed,,2026-06-30T15:15:00,30,40,40,0,In salon,FALSE
A01068,C0493,Sam,SV06,29/6/2026,2026-07-03T09:00:00,2026-07-03T12:00:00,2026-06-06T05:00:00,completed,,2026-07-03T12:00:00,180,390,390,0,In salon,TRUE
A01069,C0315,Sam,SV02,29/6/2026,2026-06-30T12:30:00,2026-06-30T13:15:00,2026-05-28T08:30:00,completed,,2026-06-30T13:15:00,45,60,60,0,In salon,FALSE
A01070,C0347,Sarah,SV02,29/6/2026,2026-06-30T16:15:00,2026-06-30T17:00:00,2026-05-29T09:15:00,completed,,2026-06-30T17:00:00,45,60,60,0,Online,FALSE
A01071,C0222,Matthew,SV01,29/6/2026,2026-06-29T12:00:00,2026-06-29T12:30:00,2026-06-17T12:00:00,cancelled,2026-06-21T12:00:00,,30,40,0,0,Phone,FALSE
A01072,C0098,Matthew,SV01,6/7/2026,2026-07-06T14:30:00,2026-07-06T15:00:00,2026-06-14T09:30:00,completed,,2026-07-06T15:00:00,30,40,40,0,Phone,FALSE
A01073,C0346,Sarah,SV01,6/7/2026,2026-07-10T09:00:00,2026-07-10T09:30:00,2026-06-21T07:00:00,completed,,2026-07-10T09:30:00,30,40,40,0,Online,FALSE
A01074,C0182,Matthew,SV04,6/7/2026,2026-07-06T15:00:00,2026-07-06T17:00:00,2026-06-03T14:00:00,completed,,2026-07-06T17:00:00,120,240,240,0,Phone,FALSE
A01075,C0048,Matthew,SV06,6/7/2026,2026-07-10T12:00:00,2026-07-10T15:00:00,2026-06-06T05:00:00,completed,,2026-07-10T15:00:00,180,390,390,0,Phone,FALSE
A01076,C0494,Sam,SV04,6/7/2026,2026-07-07T09:00:00,2026-07-07T11:00:00,2026-06-13T02:00:00,completed,,2026-07-07T11:00:00,120,240,240,0,Online,TRUE
A01077,C0055,Sam,SV01,6/7/2026,2026-07-07T14:00:00,2026-07-07T14:30:00,2026-06-28T12:00:00,completed,,2026-07-07T14:30:00,30,40,40,0,In salon,FALSE
A01078,C0495,Sarah,SV03,6/7/2026,2026-07-07T15:15:00,2026-07-07T16:15:00,2026-06-21T11:15:00,completed,,2026-07-07T16:15:00,60,100,100,0,Online,TRUE
A01079,C0360,Matthew,SV05,6/7/2026,2026-07-06T12:00:00,2026-07-06T14:30:00,2026-06-20T12:00:00,completed,,2026-07-06T14:30:00,150,325,325,0,Online,FALSE
A01080,C0496,Sam,SV01,6/7/2026,2026-07-07T16:00:00,2026-07-07T16:30:00,2026-06-19T11:00:00,completed,,2026-07-07T16:30:00,30,40,40,0,Online,TRUE
A01081,C0253,Sam,SV05,6/7/2026,2026-07-06T09:00:00,2026-07-06T11:30:00,2026-06-04T02:00:00,completed,,2026-07-06T11:30:00,150,325,325,0,Online,FALSE
A01082,C0353,Sarah,SV05,6/7/2026,2026-07-06T13:30:00,2026-07-06T16:00:00,2026-06-22T12:30:00,completed,,2026-07-06T16:00:00,150,325,325,0,Phone,FALSE
A01083,C0497,Sarah,SV04,6/7/2026,2026-07-07T09:45:00,2026-07-07T11:45:00,2026-06-17T05:45:00,completed,,2026-07-07T11:45:00,120,240,240,0,In salon,TRUE
A01084,C0231,Sarah,SV01,6/7/2026,2026-07-08T13:15:00,2026-07-08T13:45:00,2026-06-10T09:15:00,completed,,2026-07-08T13:45:00,30,40,40,0,Phone,FALSE
A01085,C0498,Sam,SV03,6/7/2026,2026-07-06T11:30:00,2026-07-06T12:30:00,2026-06-27T10:30:00,completed,,2026-07-06T12:30:00,60,100,100,0,In salon,TRUE
A01086,C0356,Sam,SV01,6/7/2026,2026-07-07T16:30:00,2026-07-07T17:00:00,2026-06-03T10:30:00,completed,,2026-07-07T17:00:00,30,40,40,0,In salon,FALSE
A01087,C0359,Matthew,SV04,6/7/2026,2026-07-07T10:00:00,2026-07-07T12:00:00,2026-06-23T09:00:00,completed,,2026-07-07T12:00:00,120,240,240,0,Online,FALSE
A01088,C0256,Sarah,SV06,6/7/2026,2026-07-10T12:00:00,2026-07-10T15:00:00,2026-06-15T07:00:00,completed,,2026-07-10T15:00:00,180,390,390,0,Online,FALSE
A01089,C0350,Matthew,SV01,6/7/2026,2026-07-07T12:00:00,2026-07-07T12:30:00,2026-06-19T04:00:00,completed,,2026-07-07T12:30:00,30,40,40,0,Online,FALSE
A01090,C0499,Sam,SV02,6/7/2026,2026-07-07T14:30:00,2026-07-07T15:15:00,2026-06-25T08:30:00,completed,,2026-07-07T15:15:00,45,60,60,0,Online,TRUE
A01091,C0500,Matthew,SV01,6/7/2026,2026-07-08T15:15:00,2026-07-08T15:45:00,2026-06-21T08:15:00,completed,,2026-07-08T15:45:00,30,40,40,0,Online,TRUE
A01092,C0501,Sam,SV06,6/7/2026,2026-07-10T09:00:00,2026-07-10T12:00:00,2026-06-19T04:00:00,completed,,2026-07-10T12:00:00,180,390,390,0,Phone,TRUE
A01093,C0193,Sarah,SV02,6/7/2026,2026-07-07T12:45:00,2026-07-07T13:30:00,2026-06-27T10:45:00,completed,,2026-07-07T13:30:00,45,60,60,0,Phone,FALSE
A01094,C0502,Sam,SV01,6/7/2026,2026-07-08T11:15:00,2026-07-08T11:45:00,2026-06-15T08:15:00,completed,,2026-07-08T11:45:00,30,40,40,0,In salon,TRUE
A01095,C0107,Sarah,SV04,6/7/2026,2026-07-06T09:00:00,2026-07-06T11:00:00,2026-06-13T03:00:00,completed,,2026-07-06T11:00:00,120,240,240,0,Phone,FALSE
A01096,C0102,Sam,SV01,6/7/2026,2026-07-08T10:45:00,2026-07-08T11:15:00,2026-06-27T10:45:00,completed,,2026-07-08T11:15:00,30,40,40,0,Online,FALSE
A01097,C0503,Sam,SV01,6/7/2026,2026-07-07T11:00:00,2026-07-07T11:30:00,2026-06-21T07:00:00,completed,,2026-07-07T11:30:00,30,40,40,0,Phone,TRUE
A01098,C0259,Matthew,SV01,6/7/2026,2026-07-08T15:45:00,2026-07-08T16:15:00,2026-06-13T08:45:00,completed,,2026-07-08T16:15:00,30,40,40,0,Phone,FALSE
A01099,C0357,Sam,SV05,6/7/2026,2026-07-06T14:30:00,2026-07-06T17:00:00,2026-06-22T12:30:00,completed,,2026-07-06T17:00:00,150,325,325,0,Online,FALSE
A01100,C0349,Sarah,SV03,6/7/2026,2026-07-07T14:15:00,2026-07-07T15:15:00,2026-06-02T09:15:00,completed,,2026-07-07T15:15:00,60,100,100,0,Online,FALSE
A01101,C0504,Matthew,SV02,6/7/2026,2026-07-07T09:15:00,2026-07-07T10:00:00,2026-06-24T06:15:00,completed,,2026-07-07T10:00:00,45,60,60,0,In salon,TRUE
A01102,C0505,Matthew,SV04,6/7/2026,2026-07-07T15:00:00,2026-07-07T17:00:00,2026-06-27T12:00:00,completed,,2026-07-07T17:00:00,120,240,240,0,In salon,TRUE
A01103,C0156,Matthew,SV01,6/7/2026,2026-07-07T14:30:00,2026-07-07T15:00:00,2026-06-09T06:30:00,completed,,2026-07-07T15:00:00,30,40,40,0,In salon,FALSE
A01104,C0146,Sam,SV03,6/7/2026,2026-07-07T11:30:00,2026-07-07T12:30:00,2026-06-26T03:30:00,completed,,2026-07-07T12:30:00,60,100,100,0,Online,FALSE
A01105,C0070,Sarah,SV01,6/7/2026,2026-07-08T14:15:00,2026-07-08T14:45:00,2026-06-16T08:15:00,completed,,2026-07-08T14:45:00,30,40,40,0,Phone,FALSE
A01106,C0074,Matthew,SV01,6/7/2026,2026-07-07T14:00:00,2026-07-07T14:30:00,2026-06-09T12:00:00,completed,,2026-07-07T14:30:00,30,40,40,0,Online,FALSE
A01107,C0051,Sam,SV04,6/7/2026,2026-07-06T12:30:00,2026-07-06T14:30:00,2026-06-04T11:30:00,completed,,2026-07-06T14:30:00,120,240,240,0,Phone,FALSE
A01108,C0062,Sarah,SV01,6/7/2026,2026-07-07T11:45:00,2026-07-07T12:15:00,2026-06-07T10:45:00,completed,,2026-07-07T12:15:00,30,40,40,0,In salon,FALSE
A01109,C0075,Matthew,SV02,6/7/2026,2026-07-07T13:15:00,2026-07-07T14:00:00,2026-06-14T08:15:00,completed,,2026-07-07T14:00:00,45,60,60,0,In salon,FALSE
A01110,C0158,Sam,SV01,6/7/2026,2026-07-07T12:30:00,2026-07-07T13:00:00,2026-06-13T08:30:00,completed,,2026-07-07T13:00:00,30,40,40,0,Phone,FALSE
A01111,C0181,Matthew,SV01,6/7/2026,2026-07-08T14:45:00,2026-07-08T15:15:00,2026-06-22T11:45:00,completed,,2026-07-08T15:15:00,30,40,40,0,Phone,FALSE
A01112,C0245,Sam,SV06,6/7/2026,2026-07-10T12:00:00,2026-07-10T15:00:00,2026-06-09T09:00:00,completed,,2026-07-10T15:00:00,180,390,390,0,In salon,FALSE
A01113,C0351,Sarah,SV01,6/7/2026,2026-07-07T09:15:00,2026-07-07T09:45:00,2026-06-17T06:15:00,completed,,2026-07-07T09:45:00,30,40,40,0,Phone,FALSE
A01114,C0066,Sarah,SV03,6/7/2026,2026-07-06T16:00:00,2026-07-06T17:00:00,2026-06-02T12:00:00,completed,,2026-07-06T17:00:00,60,100,100,0,Phone,FALSE
A01115,C0186,Sarah,SV01,6/7/2026,2026-07-08T13:45:00,2026-07-08T14:15:00,2026-06-16T10:45:00,completed,,2026-07-08T14:15:00,30,40,40,0,Online,FALSE
A01116,C0340,Sarah,SV05,6/7/2026,2026-07-06T11:00:00,2026-07-06T13:30:00,2026-06-18T07:00:00,completed,,2026-07-06T13:30:00,150,325,325,0,Phone,FALSE
A01117,C0343,Sam,SV01,6/7/2026,2026-07-08T11:45:00,2026-07-08T12:15:00,2026-06-20T03:45:00,completed,,2026-07-08T12:15:00,30,40,40,0,In salon,FALSE
A01118,C0358,Sarah,SV02,6/7/2026,2026-07-07T16:15:00,2026-07-07T17:00:00,2026-06-17T10:15:00,completed,,2026-07-07T17:00:00,45,60,60,0,Phone,FALSE
A01119,C0506,Sarah,SV02,6/7/2026,2026-07-07T13:30:00,2026-07-07T14:15:00,2026-06-25T05:30:00,completed,,2026-07-07T14:15:00,45,60,60,0,In salon,TRUE
A01120,C0077,Sam,SV03,6/7/2026,2026-07-07T13:00:00,2026-07-07T14:00:00,2026-06-19T09:00:00,completed,,2026-07-07T14:00:00,60,100,100,0,Online,FALSE
A01121,C0507,Sarah,SV01,6/7/2026,2026-07-07T12:15:00,2026-07-07T12:45:00,2026-06-25T07:15:00,completed,,2026-07-07T12:45:00,30,40,40,0,Phone,TRUE
A01122,C0141,Sam,SV02,6/7/2026,2026-07-07T15:15:00,2026-07-07T16:00:00,2026-06-07T10:15:00,completed,,2026-07-07T16:00:00,45,60,60,0,Online,FALSE
A01123,C0508,Matthew,SV02,6/7/2026,2026-07-07T12:30:00,2026-07-07T13:15:00,2026-06-19T10:30:00,completed,,2026-07-07T13:15:00,45,60,60,0,Online,TRUE
A01124,C0257,Matthew,SV04,6/7/2026,2026-07-06T10:00:00,2026-07-06T12:00:00,2026-06-28T06:00:00,completed,,2026-07-06T12:00:00,120,240,240,0,In salon,FALSE
A01125,C0509,Sarah,SV05,6/7/2026,2026-07-10T09:30:00,2026-07-10T12:00:00,2026-06-14T04:30:00,completed,,2026-07-10T12:00:00,150,325,325,0,Phone,TRUE
A01126,C0348,Matthew,SV03,6/7/2026,2026-07-06T09:00:00,2026-07-06T10:00:00,2026-06-27T07:00:00,completed,,2026-07-06T10:00:00,60,100,100,0,In salon,FALSE
A01127,C0510,Matthew,SV06,6/7/2026,2026-07-10T09:00:00,2026-07-10T12:00:00,2026-06-18T07:00:00,completed,,2026-07-10T12:00:00,180,390,390,0,In salon,TRUE
A01128,C0494,Sam,SV04,6/7/2026,2026-07-07T09:00:00,2026-07-07T11:00:00,2026-06-24T12:00:00,cancelled,2026-06-28T12:00:00,,120,240,0,0,Online,TRUE
A01129,C0352,Matthew,SV01,13/7/2026,2026-07-15T14:15:00,2026-07-15T14:45:00,2026-06-22T10:15:00,completed,,2026-07-15T14:45:00,30,40,40,0,In salon,FALSE
A01130,C0072,Matthew,SV06,13/7/2026,2026-07-17T09:00:00,2026-07-17T12:00:00,2026-07-03T04:00:00,completed,,2026-07-17T12:00:00,180,390,390,0,Online,FALSE
A01131,C0100,Matthew,SV01,13/7/2026,2026-07-15T16:30:00,2026-07-15T17:00:00,2026-06-29T16:30:00,completed,,2026-07-15T17:00:00,30,40,40,0,Online,FALSE
A01132,C0511,Sam,SV03,13/7/2026,2026-07-14T10:00:00,2026-07-14T11:00:00,2026-06-10T04:00:00,completed,,2026-07-14T11:00:00,60,100,100,0,Online,TRUE
A01133,C0345,Sarah,SV05,13/7/2026,2026-07-13T09:00:00,2026-07-13T11:30:00,2026-07-01T07:00:00,completed,,2026-07-13T11:30:00,150,325,325,0,Phone,FALSE
A01134,C0085,Sarah,SV03,13/7/2026,2026-07-13T16:00:00,2026-07-13T17:00:00,2026-06-20T12:00:00,completed,,2026-07-13T17:00:00,60,100,100,0,Online,FALSE
A01135,C0112,Matthew,SV03,13/7/2026,2026-07-14T11:00:00,2026-07-14T12:00:00,2026-06-16T11:00:00,completed,,2026-07-14T12:00:00,60,100,100,0,Online,FALSE
A01136,C0344,Sarah,SV03,13/7/2026,2026-07-14T16:00:00,2026-07-14T17:00:00,2026-06-23T09:00:00,completed,,2026-07-14T17:00:00,60,100,100,0,Phone,FALSE
A01137,C0248,Sam,SV02,13/7/2026,2026-07-15T11:15:00,2026-07-15T12:00:00,2026-06-30T07:15:00,completed,,2026-07-15T12:00:00,45,60,60,0,In salon,FALSE
A01138,C0512,Sarah,SV04,13/7/2026,2026-07-14T14:00:00,2026-07-14T16:00:00,2026-06-11T08:00:00,completed,,2026-07-14T16:00:00,120,240,240,0,Online,TRUE
A01139,C0052,Sam,SV01,13/7/2026,2026-07-14T15:45:00,2026-07-14T16:15:00,2026-07-04T09:45:00,completed,,2026-07-14T16:15:00,30,40,40,0,Phone,FALSE
A01140,C0057,Sam,SV04,13/7/2026,2026-07-14T13:45:00,2026-07-14T15:45:00,2026-06-12T11:45:00,completed,,2026-07-14T15:45:00,120,240,240,0,In salon,FALSE
A01141,C0242,Sarah,SV02,13/7/2026,2026-07-14T09:00:00,2026-07-14T09:45:00,2026-07-06T04:00:00,completed,,2026-07-14T09:45:00,45,60,60,0,In salon,FALSE
A01142,C0076,Sarah,SV02,13/7/2026,2026-07-14T10:45:00,2026-07-14T11:30:00,2026-06-20T03:45:00,completed,,2026-07-14T11:30:00,45,60,60,0,Phone,FALSE
A01143,C0168,Sarah,SV01,13/7/2026,2026-07-15T12:15:00,2026-07-15T12:45:00,2026-06-18T10:15:00,completed,,2026-07-15T12:45:00,30,40,40,0,In salon,FALSE
A01144,C0513,Sam,SV05,13/7/2026,2026-07-13T09:00:00,2026-07-13T11:30:00,2026-06-23T08:00:00,completed,,2026-07-13T11:30:00,150,325,325,0,Phone,TRUE
A01145,C0116,Matthew,SV04,13/7/2026,2026-07-13T14:00:00,2026-07-13T16:00:00,2026-06-15T08:00:00,completed,,2026-07-13T16:00:00,120,240,240,0,Phone,FALSE
A01146,C0514,Sarah,SV01,13/7/2026,2026-07-15T14:45:00,2026-07-15T15:15:00,2026-07-06T07:45:00,completed,,2026-07-15T15:15:00,30,40,40,0,In salon,TRUE
A01147,C0042,Matthew,SV05,13/7/2026,2026-07-13T09:00:00,2026-07-13T11:30:00,2026-06-09T06:00:00,completed,,2026-07-13T11:30:00,150,325,325,0,Phone,FALSE
A01148,C0365,Sam,SV01,13/7/2026,2026-07-15T10:45:00,2026-07-15T11:15:00,2026-07-03T04:45:00,completed,,2026-07-15T11:15:00,30,40,40,0,Online,FALSE
A01149,C0228,Sarah,SV01,13/7/2026,2026-07-15T11:45:00,2026-07-15T12:15:00,2026-06-18T11:45:00,completed,,2026-07-15T12:15:00,30,40,40,0,Phone,FALSE
A01150,C0515,Sarah,SV01,13/7/2026,2026-07-15T13:45:00,2026-07-15T14:15:00,2026-07-02T11:45:00,completed,,2026-07-15T14:15:00,30,40,40,0,Online,TRUE
A01151,C0249,Sarah,SV06,13/7/2026,2026-07-17T09:00:00,2026-07-17T12:00:00,2026-06-15T07:00:00,completed,,2026-07-17T12:00:00,180,390,390,0,In salon,FALSE
A01152,C0187,Matthew,SV03,13/7/2026,2026-07-14T16:00:00,2026-07-14T17:00:00,2026-06-09T08:00:00,completed,,2026-07-14T17:00:00,60,100,100,0,In salon,FALSE
A01153,C0199,Sam,SV01,13/7/2026,2026-07-15T14:45:00,2026-07-15T15:15:00,2026-06-25T13:45:00,completed,,2026-07-15T15:15:00,30,40,40,0,In salon,FALSE
A01154,C0142,Sarah,SV04,13/7/2026,2026-07-13T14:00:00,2026-07-13T16:00:00,2026-06-16T12:00:00,completed,,2026-07-13T16:00:00,120,240,240,0,In salon,FALSE
A01155,C0370,Matthew,SV02,13/7/2026,2026-07-15T15:15:00,2026-07-15T16:00:00,2026-06-24T09:15:00,completed,,2026-07-15T16:00:00,45,60,60,0,Phone,FALSE
A01156,C0516,Sam,SV05,13/7/2026,2026-07-13T14:30:00,2026-07-13T17:00:00,2026-06-13T11:30:00,completed,,2026-07-13T17:00:00,150,325,325,0,In salon,TRUE
A01157,C0084,Matthew,SV04,13/7/2026,2026-07-14T14:00:00,2026-07-14T16:00:00,2026-06-18T07:00:00,completed,,2026-07-14T16:00:00,120,240,240,0,In salon,FALSE
A01158,C0246,Sam,SV02,13/7/2026,2026-07-14T16:15:00,2026-07-14T17:00:00,2026-06-22T15:15:00,completed,,2026-07-14T17:00:00,45,60,60,0,Online,FALSE
A01159,C0517,Sam,SV02,13/7/2026,2026-07-14T11:00:00,2026-07-14T11:45:00,2026-06-10T04:00:00,completed,,2026-07-14T11:45:00,45,60,60,0,Online,TRUE
A01160,C0518,Sarah,SV01,13/7/2026,2026-07-15T13:15:00,2026-07-15T13:45:00,2026-07-07T06:15:00,completed,,2026-07-15T13:45:00,30,40,40,0,Phone,TRUE
A01161,C0519,Matthew,SV01,13/7/2026,2026-07-17T12:00:00,2026-07-17T12:30:00,2026-07-03T11:00:00,completed,,2026-07-17T12:30:00,30,40,40,0,Online,TRUE
A01162,C0196,Sarah,SV01,13/7/2026,2026-07-15T16:00:00,2026-07-15T16:30:00,2026-06-25T12:00:00,completed,,2026-07-15T16:30:00,30,40,40,0,In salon,FALSE
A01163,C0520,Sam,SV04,13/7/2026,2026-07-13T12:30:00,2026-07-13T14:30:00,2026-06-09T10:30:00,completed,,2026-07-13T14:30:00,120,240,240,0,Online,TRUE
A01164,C0118,Sam,SV03,13/7/2026,2026-07-13T11:30:00,2026-07-13T12:30:00,2026-06-21T07:30:00,completed,,2026-07-13T12:30:00,60,100,100,0,Online,FALSE
A01165,C0521,Matthew,SV02,13/7/2026,2026-07-15T12:30:00,2026-07-15T13:15:00,2026-07-05T12:30:00,completed,,2026-07-15T13:15:00,45,60,60,0,Phone,TRUE
A01166,C0029,Matthew,SV01,13/7/2026,2026-07-15T14:45:00,2026-07-15T15:15:00,2026-06-29T06:45:00,completed,,2026-07-15T15:15:00,30,40,40,0,Phone,FALSE
A01167,C0279,Matthew,SV05,13/7/2026,2026-07-13T11:30:00,2026-07-13T14:00:00,2026-07-04T07:30:00,completed,,2026-07-13T14:00:00,150,325,325,0,Online,FALSE
A01168,C0152,Matthew,SV04,13/7/2026,2026-07-14T09:00:00,2026-07-14T11:00:00,2026-06-20T05:00:00,completed,,2026-07-14T11:00:00,120,240,240,0,Online,FALSE
A01169,C0046,Sarah,SV04,13/7/2026,2026-07-14T11:30:00,2026-07-14T13:30:00,2026-06-12T04:30:00,completed,,2026-07-14T13:30:00,120,240,240,0,In salon,FALSE
A01170,C0522,Sarah,SV05,13/7/2026,2026-07-13T11:30:00,2026-07-13T14:00:00,2026-06-12T07:30:00,completed,,2026-07-13T14:00:00,150,325,325,0,Online,TRUE
A01171,C0216,Matthew,SV01,13/7/2026,2026-07-14T13:30:00,2026-07-14T14:00:00,2026-06-18T09:30:00,completed,,2026-07-14T14:00:00,30,40,40,0,Phone,FALSE
A01172,C0264,Sam,SV01,13/7/2026,2026-07-15T13:15:00,2026-07-15T13:45:00,2026-06-22T08:15:00,completed,,2026-07-15T13:45:00,30,40,40,0,Online,FALSE
A01173,C0260,Matthew,SV05,13/7/2026,2026-07-17T12:30:00,2026-07-17T15:00:00,2026-07-03T08:30:00,completed,,2026-07-17T15:00:00,150,325,325,0,Online,FALSE
A01174,C0373,Sarah,SV01,13/7/2026,2026-07-15T14:15:00,2026-07-15T14:45:00,2026-07-03T14:15:00,completed,,2026-07-15T14:45:00,30,40,40,0,In salon,FALSE
A01175,C0094,Sam,SV01,13/7/2026,2026-07-15T14:15:00,2026-07-15T14:45:00,2026-06-30T10:15:00,completed,,2026-07-15T14:45:00,30,40,40,0,In salon,FALSE
A01176,C0523,Matthew,SV03,13/7/2026,2026-07-13T16:00:00,2026-07-13T17:00:00,2026-06-20T09:00:00,completed,,2026-07-13T17:00:00,60,100,100,0,Phone,TRUE
A01177,C0524,Sam,SV01,13/7/2026,2026-07-15T12:00:00,2026-07-15T12:30:00,2026-06-19T10:00:00,completed,,2026-07-15T12:30:00,30,40,40,0,Phone,TRUE
A01178,C0525,Sarah,SV03,13/7/2026,2026-07-14T09:45:00,2026-07-14T10:45:00,2026-06-20T09:45:00,completed,,2026-07-14T10:45:00,60,100,100,0,In salon,TRUE
A01179,C0269,Sam,SV03,13/7/2026,2026-07-14T09:00:00,2026-07-14T10:00:00,2026-06-22T06:00:00,completed,,2026-07-14T10:00:00,60,100,100,0,In salon,FALSE
A01180,C0526,Sam,SV06,13/7/2026,2026-07-17T09:00:00,2026-07-17T12:00:00,2026-06-24T07:00:00,completed,,2026-07-17T12:00:00,180,390,390,0,Phone,TRUE
A01181,C0527,Sarah,SV01,13/7/2026,2026-07-14T13:30:00,2026-07-14T14:00:00,2026-06-25T06:30:00,completed,,2026-07-14T14:00:00,30,40,40,0,Phone,TRUE
A01182,C0063,Sam,SV06,13/7/2026,2026-07-17T12:00:00,2026-07-17T15:00:00,2026-06-23T11:00:00,completed,,2026-07-17T15:00:00,180,390,390,0,In salon,FALSE
A01183,C0376,Matthew,SV01,13/7/2026,2026-07-15T13:45:00,2026-07-15T14:15:00,2026-06-17T13:45:00,completed,,2026-07-15T14:15:00,30,40,40,0,Online,FALSE
A01184,C0528,Sam,SV01,13/7/2026,2026-07-15T13:45:00,2026-07-15T14:15:00,2026-06-25T12:45:00,completed,,2026-07-15T14:15:00,30,40,40,0,Online,TRUE
A01185,C0529,Matthew,SV02,13/7/2026,2026-07-14T12:45:00,2026-07-14T13:30:00,2026-06-20T09:45:00,completed,,2026-07-14T13:30:00,45,60,60,0,Online,TRUE
A01186,C0366,Matthew,SV01,13/7/2026,2026-07-15T13:15:00,2026-07-15T13:45:00,2026-06-23T05:15:00,completed,,2026-07-15T13:45:00,30,40,40,0,Online,FALSE
A01187,C0159,Sarah,SV06,13/7/2026,2026-07-17T12:00:00,2026-07-17T15:00:00,2026-07-01T08:00:00,completed,,2026-07-17T15:00:00,180,390,390,0,Phone,FALSE
A01188,C0254,Matthew,SV01,13/7/2026,2026-07-15T16:00:00,2026-07-15T16:30:00,2026-06-10T11:00:00,completed,,2026-07-15T16:30:00,30,40,40,0,Phone,FALSE
A01189,C0371,Sarah,SV02,13/7/2026,2026-07-15T15:15:00,2026-07-15T16:00:00,2026-07-03T13:15:00,completed,,2026-07-15T16:00:00,45,60,60,0,Online,FALSE
